Year,Country,Measure,Age,Value
2007,Latvia,INCAC3,TOT,7776.00
2008,Latvia,INCAC3,TOT,8562.00
2009,Latvia,INCAC3,TOT,7137.00
2010,Latvia,INCAC3,TOT,6776.00
2011,Latvia,INCAC3,TOT,7218.00
2012,Latvia,INCAC3,TOT,7570.00
2013,Latvia,INCAC3,TOT,8476.00
2014,Latvia,INCAC3,TOT,9663.00
2015,Latvia,INCAC3,TOT,10299.00
2016,Latvia,INCAC3,TOT,10579.00
2017,Latvia,INCAC3,TOT,11916.00
2018,Latvia,INCAC3,TOT,13065.00
2019,Latvia,INCAC3,TOT,13712.00
2020,Latvia,INCAC3,TOT,15001.00
2006,Latvia,INCAC4,TOT,4645.00
2007,Latvia,INCAC4,TOT,7225.00
2008,Latvia,INCAC4,TOT,8238.00
2009,Latvia,INCAC4,TOT,6708.00
2010,Latvia,INCAC4,TOT,6005.00
2011,Latvia,INCAC4,TOT,6379.00
2012,Latvia,INCAC4,TOT,6638.00
2013,Latvia,INCAC4,TOT,7585.00
2014,Latvia,INCAC4,TOT,8417.00
2015,Latvia,INCAC4,TOT,9285.00
2016,Latvia,INCAC4,TOT,9721.00
2017,Latvia,INCAC4,TOT,10539.00
2018,Latvia,INCAC4,TOT,12285.00
2019,Latvia,INCAC4,TOT,12861.00
2020,Latvia,INCAC4,TOT,14013.00
2006,Latvia,TRRCTOTAL,TOT,878.00
2007,Latvia,TRRCTOTAL,TOT,1082.00
2008,Latvia,TRRCTOTAL,TOT,1401.00
2009,Latvia,TRRCTOTAL,TOT,1733.00
2010,Latvia,TRRCTOTAL,TOT,1792.00
2011,Latvia,TRRCTOTAL,TOT,1677.00
2012,Latvia,TRRCTOTAL,TOT,1679.00
2013,Latvia,TRRCTOTAL,TOT,1748.00
2014,Latvia,TRRCTOTAL,TOT,1826.00
2015,Latvia,TRRCTOTAL,TOT,1975.00
2016,Latvia,TRRCTOTAL,TOT,2062.00
2017,Latvia,TRRCTOTAL,TOT,2139.00
2018,Latvia,TRRCTOTAL,TOT,2398.00
2019,Latvia,TRRCTOTAL,TOT,2519.00
2020,Latvia,TRRCTOTAL,TOT,2843.00
2006,Latvia,PVTAA4,TOT,0.143
2007,Latvia,PVTAA4,TOT,0.139
2008,Latvia,PVTAA4,TOT,0.145
2009,Latvia,PVTAA4,TOT,0.148
2010,Latvia,PVTAA4,TOT,0.155
2011,Latvia,PVTAA4,TOT,0.148
2012,Latvia,PVTAA4,TOT,0.135
2013,Latvia,PVTAA4,TOT,0.133
2014,Latvia,PVTAA4,TOT,0.126
2015,Latvia,PVTAA4,TOT,0.131
2016,Latvia,PVTAA4,TOT,0.124
2017,Latvia,PVTAA4,TOT,0.135
2018,Latvia,PVTAA4,TOT,0.114
2019,Latvia,PVTAA4,TOT,0.107
2020,Latvia,PVTAA4,TOT,0.115
2006,Latvia,GINIG,TOT,0.372
2007,Latvia,GINIG,TOT,0.398
2008,Latvia,GINIG,TOT,0.404
2009,Latvia,GINIG,TOT,0.383
2010,Latvia,GINIG,TOT,0.381
2011,Latvia,GINIG,TOT,0.385
2012,Latvia,GINIG,TOT,0.38
2013,Latvia,GINIG,TOT,0.381
2014,Latvia,GINIG,TOT,0.377
2015,Latvia,GINIG,TOT,0.373
2016,Latvia,GINIG,TOT,0.372
2017,Latvia,GINIG,TOT,0.383
2018,Latvia,GINIG,TOT,0.38
2019,Latvia,GINIG,TOT,0.371
2020,Latvia,GINIG,TOT,0.384
2006,Latvia,MEDIANC,TOT,3839.00
2007,Latvia,MEDIANC,TOT,5480.00
2008,Latvia,MEDIANC,TOT,6318.00
2009,Latvia,MEDIANC,TOT,5288.00
2010,Latvia,MEDIANC,TOT,4948.00
2011,Latvia,MEDIANC,TOT,5192.00
2012,Latvia,MEDIANC,TOT,5400.00
2013,Latvia,MEDIANC,TOT,6068.00
2014,Latvia,MEDIANC,TOT,6744.00
2015,Latvia,MEDIANC,TOT,7409.00
2016,Latvia,MEDIANC,TOT,7633.00
2017,Latvia,MEDIANC,TOT,8357.00
2018,Latvia,MEDIANC,TOT,9342.00
2019,Latvia,MEDIANC,TOT,10113.00
2020,Latvia,MEDIANC,TOT,10624.00
2006,Latvia,PVTAA5,TOT,0.176
2007,Latvia,PVTAA5,TOT,0.202
2008,Latvia,PVTAA5,TOT,0.194
2009,Latvia,PVTAA5,TOT,0.155
2010,Latvia,PVTAA5,TOT,0.161
2011,Latvia,PVTAA5,TOT,0.154
2012,Latvia,PVTAA5,TOT,0.154
2013,Latvia,PVTAA5,TOT,0.151
2014,Latvia,PVTAA5,TOT,0.171
2015,Latvia,PVTAA5,TOT,0.186
2016,Latvia,PVTAA5,TOT,0.188
2017,Latvia,PVTAA5,TOT,0.183
2018,Latvia,PVTAA5,TOT,0.2
2019,Latvia,PVTAA5,TOT,0.18
2020,Latvia,PVTAA5,TOT,0.193
2006,Latvia,TRPCTOTAL,TOT,-1018.00
2007,Latvia,TRPCTOTAL,TOT,-1446.00
2008,Latvia,TRPCTOTAL,TOT,-1747.00
2009,Latvia,TRPCTOTAL,TOT,-1362.00
2010,Latvia,TRPCTOTAL,TOT,-1341.00
2011,Latvia,TRPCTOTAL,TOT,-1496.00
2012,Latvia,TRPCTOTAL,TOT,-1589.00
2013,Latvia,TRPCTOTAL,TOT,-1656.00
2014,Latvia,TRPCTOTAL,TOT,-1808.00
2015,Latvia,TRPCTOTAL,TOT,-1921.00
2016,Latvia,TRPCTOTAL,TOT,-2030.00
2017,Latvia,TRPCTOTAL,TOT,-2310.00
2018,Latvia,TRPCTOTAL,TOT,-2453.00
2019,Latvia,TRPCTOTAL,TOT,-2553.00
2020,Latvia,TRPCTOTAL,TOT,-2777.00
2006,Latvia,INCAC5,TOT,4506.00
2007,Latvia,INCAC5,TOT,6503.00
2008,Latvia,INCAC5,TOT,7717.00
2009,Latvia,INCAC5,TOT,6426.00
2010,Latvia,INCAC5,TOT,6060.00
2011,Latvia,INCAC5,TOT,6417.00
2012,Latvia,INCAC5,TOT,6590.00
2013,Latvia,INCAC5,TOT,7385.00
2014,Latvia,INCAC5,TOT,7973.00
2015,Latvia,INCAC5,TOT,8582.00
2016,Latvia,INCAC5,TOT,8859.00
2017,Latvia,INCAC5,TOT,9592.00
2018,Latvia,INCAC5,TOT,10410.00
2019,Latvia,INCAC5,TOT,11296.00
2020,Latvia,INCAC5,TOT,12125.00
2006,Latvia,INCAC6,TOT,3485.00
2007,Latvia,INCAC6,TOT,4637.00
2008,Latvia,INCAC6,TOT,5539.00
2009,Latvia,INCAC6,TOT,5390.00
2010,Latvia,INCAC6,TOT,5315.00
2011,Latvia,INCAC6,TOT,5284.00
2012,Latvia,INCAC6,TOT,5413.00
2013,Latvia,INCAC6,TOT,5896.00
2014,Latvia,INCAC6,TOT,6223.00
2015,Latvia,INCAC6,TOT,6547.00
2016,Latvia,INCAC6,TOT,6980.00
2017,Latvia,INCAC6,TOT,7397.00
2018,Latvia,INCAC6,TOT,8253.00
2019,Latvia,INCAC6,TOT,8880.00
2020,Latvia,INCAC6,TOT,9918.00
2006,Latvia,PVTAA6,TOT,0.237
2007,Latvia,PVTAA6,TOT,0.404
2008,Latvia,PVTAA6,TOT,0.326
2009,Latvia,PVTAA6,TOT,0.103
2010,Latvia,PVTAA6,TOT,0.051
2011,Latvia,PVTAA6,TOT,0.08
2012,Latvia,PVTAA6,TOT,0.124
2013,Latvia,PVTAA6,TOT,0.186
2014,Latvia,PVTAA6,TOT,0.229
2015,Latvia,PVTAA6,TOT,0.263
2016,Latvia,PVTAA6,TOT,0.259
2017,Latvia,PVTAA6,TOT,0.309
2018,Latvia,PVTAA6,TOT,0.334
2019,Latvia,PVTAA6,TOT,0.292
2020,Latvia,PVTAA6,TOT,0.277
2006,Latvia,PALMA,TOT,1.39
2007,Latvia,PALMA,TOT,1.63
2008,Latvia,PALMA,TOT,1.62
2009,Latvia,PALMA,TOT,1.43
2010,Latvia,PALMA,TOT,1.36
2011,Latvia,PALMA,TOT,1.42
2012,Latvia,PALMA,TOT,1.37
2013,Latvia,PALMA,TOT,1.42
2014,Latvia,PALMA,TOT,1.41
2015,Latvia,PALMA,TOT,1.38
2016,Latvia,PALMA,TOT,1.37
2017,Latvia,PALMA,TOT,1.44
2018,Latvia,PALMA,TOT,1.42
2019,Latvia,PALMA,TOT,1.38
2020,Latvia,PALMA,TOT,1.46
2006,Latvia,PVTAA7,TOT,0.293
2007,Latvia,PVTAA7,TOT,0.503
2008,Latvia,PVTAA7,TOT,0.447
2009,Latvia,PVTAA7,TOT,0.113
2010,Latvia,PVTAA7,TOT,0.053
2011,Latvia,PVTAA7,TOT,0.055
2012,Latvia,PVTAA7,TOT,0.107
2013,Latvia,PVTAA7,TOT,0.237
2014,Latvia,PVTAA7,TOT,0.327
2015,Latvia,PVTAA7,TOT,0.371
2016,Latvia,PVTAA7,TOT,0.41
2017,Latvia,PVTAA7,TOT,0.403
2018,Latvia,PVTAA7,TOT,0.447
2019,Latvia,PVTAA7,TOT,0.399
2020,Latvia,PVTAA7,TOT,0.443
2006,Latvia,INCAC7,TOT,3509.00
2007,Latvia,INCAC7,TOT,4054.00
2008,Latvia,INCAC7,TOT,4926.00
2009,Latvia,INCAC7,TOT,4669.00
2010,Latvia,INCAC7,TOT,4719.00
2011,Latvia,INCAC7,TOT,4827.00
2012,Latvia,INCAC7,TOT,4850.00
2013,Latvia,INCAC7,TOT,4894.00
2014,Latvia,INCAC7,TOT,5216.00
2015,Latvia,INCAC7,TOT,5682.00
2016,Latvia,INCAC7,TOT,5651.00
2017,Latvia,INCAC7,TOT,6250.00
2018,Latvia,INCAC7,TOT,6464.00
2019,Latvia,INCAC7,TOT,7283.00
2020,Latvia,INCAC7,TOT,7992.00
2006,Latvia,PVT5B,TOT,0.26
2007,Latvia,PVT5B,TOT,0.259
2008,Latvia,PVT5B,TOT,0.281
2009,Latvia,PVT5B,TOT,0.339
2010,Latvia,PVT5B,TOT,0.349
2011,Latvia,PVT5B,TOT,0.325
2012,Latvia,PVT5B,TOT,0.314
2013,Latvia,PVT5B,TOT,0.308
2014,Latvia,PVT5B,TOT,0.305
2015,Latvia,PVT5B,TOT,0.294
2016,Latvia,PVT5B,TOT,0.292
2017,Latvia,PVT5B,TOT,0.295
2018,Latvia,PVT5B,TOT,0.29
2019,Latvia,PVT5B,TOT,0.285
2020,Latvia,PVT5B,TOT,0.29
2006,Latvia,PVT5A,TOT,0.146
2007,Latvia,PVT5A,TOT,0.186
2008,Latvia,PVT5A,TOT,0.191
2009,Latvia,PVT5A,TOT,0.141
2010,Latvia,PVT5A,TOT,0.133
2011,Latvia,PVT5A,TOT,0.129
2012,Latvia,PVT5A,TOT,0.133
2013,Latvia,PVT5A,TOT,0.145
2014,Latvia,PVT5A,TOT,0.164
2015,Latvia,PVT5A,TOT,0.162
2016,Latvia,PVT5A,TOT,0.167
2017,Latvia,PVT5A,TOT,0.166
2018,Latvia,PVT5A,TOT,0.175
2019,Latvia,PVT5A,TOT,0.162
2020,Latvia,PVT5A,TOT,0.169
2006,Latvia,PMEAN5A,TOT,0.315
2007,Latvia,PMEAN5A,TOT,0.308
2008,Latvia,PMEAN5A,TOT,0.311
2009,Latvia,PMEAN5A,TOT,0.347
2010,Latvia,PMEAN5A,TOT,0.34
2011,Latvia,PMEAN5A,TOT,0.329
2012,Latvia,PMEAN5A,TOT,0.317
2013,Latvia,PMEAN5A,TOT,0.306
2014,Latvia,PMEAN5A,TOT,0.286
2015,Latvia,PMEAN5A,TOT,0.306
2016,Latvia,PMEAN5A,TOT,0.31
2017,Latvia,PMEAN5A,TOT,0.33
2018,Latvia,PMEAN5A,TOT,0.306
2019,Latvia,PMEAN5A,TOT,0.306
2020,Latvia,PMEAN5A,TOT,0.31
2006,Latvia,PVT6B,TOT,0.302
2007,Latvia,PVT6B,TOT,0.309
2008,Latvia,PVT6B,TOT,0.329
2009,Latvia,PVT6B,TOT,0.383
2010,Latvia,PVT6B,TOT,0.394
2011,Latvia,PVT6B,TOT,0.365
2012,Latvia,PVT6B,TOT,0.356
2013,Latvia,PVT6B,TOT,0.346
2014,Latvia,PVT6B,TOT,0.345
2015,Latvia,PVT6B,TOT,0.34
2016,Latvia,PVT6B,TOT,0.335
2017,Latvia,PVT6B,TOT,0.327
2018,Latvia,PVT6B,TOT,0.333
2019,Latvia,PVT6B,TOT,0.323
2020,Latvia,PVT6B,TOT,0.341
2006,Latvia,PVT6A,TOT,0.214
2007,Latvia,PVT6A,TOT,0.257
2008,Latvia,PVT6A,TOT,0.266
2009,Latvia,PVT6A,TOT,0.218
2010,Latvia,PVT6A,TOT,0.198
2011,Latvia,PVT6A,TOT,0.205
2012,Latvia,PVT6A,TOT,0.212
2013,Latvia,PVT6A,TOT,0.224
2014,Latvia,PVT6A,TOT,0.232
2015,Latvia,PVT6A,TOT,0.229
2016,Latvia,PVT6A,TOT,0.232
2017,Latvia,PVT6A,TOT,0.237
2018,Latvia,PVT6A,TOT,0.24
2019,Latvia,PVT6A,TOT,0.227
2020,Latvia,PVT6A,TOT,0.235
2006,Latvia,PMEAN6A,TOT,0.317
2007,Latvia,PMEAN6A,TOT,0.33
2008,Latvia,PMEAN6A,TOT,0.33
2009,Latvia,PMEAN6A,TOT,0.325
2010,Latvia,PMEAN6A,TOT,0.328
2011,Latvia,PMEAN6A,TOT,0.307
2012,Latvia,PMEAN6A,TOT,0.301
2013,Latvia,PMEAN6A,TOT,0.303
2014,Latvia,PMEAN6A,TOT,0.312
2015,Latvia,PMEAN6A,TOT,0.322
2016,Latvia,PMEAN6A,TOT,0.329
2017,Latvia,PMEAN6A,TOT,0.334
2018,Latvia,PMEAN6A,TOT,0.332
2019,Latvia,PMEAN6A,TOT,0.324
2020,Latvia,PMEAN6A,TOT,0.328
2006,Latvia,P90P10,TOT,5.2
2007,Latvia,P90P10,TOT,6.00
2008,Latvia,P90P10,TOT,6.00
2009,Latvia,P90P10,TOT,5.2
2010,Latvia,P90P10,TOT,5.1
2011,Latvia,P90P10,TOT,4.9
2012,Latvia,P90P10,TOT,5.1
2013,Latvia,P90P10,TOT,5.00
2014,Latvia,P90P10,TOT,5.1
2015,Latvia,P90P10,TOT,5.1
2016,Latvia,P90P10,TOT,5.3
2017,Latvia,P90P10,TOT,5.5
2018,Latvia,P90P10,TOT,5.3
2019,Latvia,P90P10,TOT,5.00
2020,Latvia,P90P10,TOT,5.5
2006,Latvia,P90P50,TOT,2.2
2007,Latvia,P90P50,TOT,2.2
2008,Latvia,P90P50,TOT,2.3
2009,Latvia,P90P50,TOT,2.2
2010,Latvia,P90P50,TOT,2.2
2011,Latvia,P90P50,TOT,2.2
2012,Latvia,P90P50,TOT,2.2
2013,Latvia,P90P50,TOT,2.2
2014,Latvia,P90P50,TOT,2.1
2015,Latvia,P90P50,TOT,2.1
2016,Latvia,P90P50,TOT,2.2
2017,Latvia,P90P50,TOT,2.1
2018,Latvia,P90P50,TOT,2.1
2019,Latvia,P90P50,TOT,2.00
2020,Latvia,P90P50,TOT,2.2
2006,Latvia,P50P10,TOT,2.4
2007,Latvia,P50P10,TOT,2.7
2008,Latvia,P50P10,TOT,2.7
2009,Latvia,P50P10,TOT,2.3
2010,Latvia,P50P10,TOT,2.3
2011,Latvia,P50P10,TOT,2.3
2012,Latvia,P50P10,TOT,2.3
2013,Latvia,P50P10,TOT,2.3
2014,Latvia,P50P10,TOT,2.4
2015,Latvia,P50P10,TOT,2.4
2016,Latvia,P50P10,TOT,2.5
2017,Latvia,P50P10,TOT,2.6
2018,Latvia,P50P10,TOT,2.6
2019,Latvia,P50P10,TOT,2.5
2020,Latvia,P50P10,TOT,2.5
2006,Latvia,S80S20,TOT,6.3
2007,Latvia,S80S20,TOT,7.4
2008,Latvia,S80S20,TOT,7.4
2009,Latvia,S80S20,TOT,6.5
2010,Latvia,S80S20,TOT,6.2
2011,Latvia,S80S20,TOT,6.2
2012,Latvia,S80S20,TOT,6.1
2013,Latvia,S80S20,TOT,6.3
2014,Latvia,S80S20,TOT,6.4
2015,Latvia,S80S20,TOT,6.3
2016,Latvia,S80S20,TOT,6.4
2017,Latvia,S80S20,TOT,6.7
2018,Latvia,S80S20,TOT,6.6
2019,Latvia,S80S20,TOT,6.2
2020,Latvia,S80S20,TOT,6.7
2006,Latvia,IND,TOT,2230139.00
2007,Latvia,IND,TOT,2163146.00
2008,Latvia,IND,TOT,2134549.00
2009,Latvia,IND,TOT,2092509.00
2010,Latvia,IND,TOT,2047474.00
2011,Latvia,IND,TOT,2018109.00
2012,Latvia,IND,TOT,1997382.00
2013,Latvia,IND,TOT,1975295.00
2014,Latvia,IND,TOT,1961234.00
2015,Latvia,IND,TOT,1942760.00
2016,Latvia,IND,TOT,1924698.00
2017,Latvia,IND,TOT,1911538.00
2018,Latvia,IND,TOT,1896419.00
2019,Latvia,IND,TOT,1884981.00
2020,Latvia,IND,TOT,1872147.00
2006,Latvia,SHA1,TOT,0.202
2007,Latvia,SHA1,TOT,0.184
2008,Latvia,SHA1,TOT,0.181
2009,Latvia,SHA1,TOT,0.178
2010,Latvia,SHA1,TOT,0.175
2011,Latvia,SHA1,TOT,0.173
2012,Latvia,SHA1,TOT,0.173
2013,Latvia,SHA1,TOT,0.174
2014,Latvia,SHA1,TOT,0.177
2015,Latvia,SHA1,TOT,0.18
2016,Latvia,SHA1,TOT,0.183
2017,Latvia,SHA1,TOT,0.187
2018,Latvia,SHA1,TOT,0.189
2019,Latvia,SHA1,TOT,0.195
2020,Latvia,SHA1,TOT,0.198
2006,Latvia,SHA2,TOT,0.115
2007,Latvia,SHA2,TOT,0.126
2008,Latvia,SHA2,TOT,0.124
2009,Latvia,SHA2,TOT,0.12
2010,Latvia,SHA2,TOT,0.117
2011,Latvia,SHA2,TOT,0.112
2012,Latvia,SHA2,TOT,0.108
2013,Latvia,SHA2,TOT,0.102
2014,Latvia,SHA2,TOT,0.093
2015,Latvia,SHA2,TOT,0.088
2016,Latvia,SHA2,TOT,0.082
2017,Latvia,SHA2,TOT,0.079
2018,Latvia,SHA2,TOT,0.071
2019,Latvia,SHA2,TOT,0.066
2020,Latvia,SHA2,TOT,0.063
2006,Latvia,SHA3,TOT,0.21
2007,Latvia,SHA3,TOT,0.206
2008,Latvia,SHA3,TOT,0.204
2009,Latvia,SHA3,TOT,0.206
2010,Latvia,SHA3,TOT,0.204
2011,Latvia,SHA3,TOT,0.204
2012,Latvia,SHA3,TOT,0.203
2013,Latvia,SHA3,TOT,0.202
2014,Latvia,SHA3,TOT,0.207
2015,Latvia,SHA3,TOT,0.206
2016,Latvia,SHA3,TOT,0.207
2017,Latvia,SHA3,TOT,0.203
2018,Latvia,SHA3,TOT,0.208
2019,Latvia,SHA3,TOT,0.189
2020,Latvia,SHA3,TOT,0.188
2006,Latvia,SHA4,TOT,0.153
2007,Latvia,SHA4,TOT,0.145
2008,Latvia,SHA4,TOT,0.145
2009,Latvia,SHA4,TOT,0.144
2010,Latvia,SHA4,TOT,0.141
2011,Latvia,SHA4,TOT,0.14
2012,Latvia,SHA4,TOT,0.139
2013,Latvia,SHA4,TOT,0.139
2014,Latvia,SHA4,TOT,0.137
2015,Latvia,SHA4,TOT,0.137
2016,Latvia,SHA4,TOT,0.138
2017,Latvia,SHA4,TOT,0.138
2018,Latvia,SHA4,TOT,0.135
2019,Latvia,SHA4,TOT,0.152
2020,Latvia,SHA4,TOT,0.15
2006,Latvia,SHA5,TOT,0.17
2007,Latvia,SHA5,TOT,0.176
2008,Latvia,SHA5,TOT,0.179
2009,Latvia,SHA5,TOT,0.182
2010,Latvia,SHA5,TOT,0.191
2011,Latvia,SHA5,TOT,0.195
2012,Latvia,SHA5,TOT,0.201
2013,Latvia,SHA5,TOT,0.204
2014,Latvia,SHA5,TOT,0.205
2015,Latvia,SHA5,TOT,0.205
2016,Latvia,SHA5,TOT,0.204
2017,Latvia,SHA5,TOT,0.205
2018,Latvia,SHA5,TOT,0.209
2019,Latvia,SHA5,TOT,0.209
2020,Latvia,SHA5,TOT,0.209
2006,Latvia,SHA6,TOT,0.089
2007,Latvia,SHA6,TOT,0.101
2008,Latvia,SHA6,TOT,0.101
2009,Latvia,SHA6,TOT,0.103
2010,Latvia,SHA6,TOT,0.103
2011,Latvia,SHA6,TOT,0.102
2012,Latvia,SHA6,TOT,0.1
2013,Latvia,SHA6,TOT,0.101
2014,Latvia,SHA6,TOT,0.099
2015,Latvia,SHA6,TOT,0.099
2016,Latvia,SHA6,TOT,0.099
2017,Latvia,SHA6,TOT,0.1
2018,Latvia,SHA6,TOT,0.096
2019,Latvia,SHA6,TOT,0.108
2020,Latvia,SHA6,TOT,0.107
2006,Latvia,SHA7,TOT,0.062
2007,Latvia,SHA7,TOT,0.063
2008,Latvia,SHA7,TOT,0.066
2009,Latvia,SHA7,TOT,0.068
2010,Latvia,SHA7,TOT,0.07
2011,Latvia,SHA7,TOT,0.073
2012,Latvia,SHA7,TOT,0.076
2013,Latvia,SHA7,TOT,0.078
2014,Latvia,SHA7,TOT,0.082
2015,Latvia,SHA7,TOT,0.085
2016,Latvia,SHA7,TOT,0.087
2017,Latvia,SHA7,TOT,0.088
2018,Latvia,SHA7,TOT,0.093
2019,Latvia,SHA7,TOT,0.081
2020,Latvia,SHA7,TOT,0.085
2006,Latvia,HHD,TOT,844113.00
2007,Latvia,HHD,TOT,843736.00
2008,Latvia,HHD,TOT,852286.00
2009,Latvia,HHD,TOT,840762.00
2010,Latvia,HHD,TOT,840520.00
2011,Latvia,HHD,TOT,835804.00
2012,Latvia,HHD,TOT,831086.00
2013,Latvia,HHD,TOT,834613.00
2014,Latvia,HHD,TOT,815487.00
2015,Latvia,HHD,TOT,811667.00
2016,Latvia,HHD,TOT,826763.00
2017,Latvia,HHD,TOT,835676.00
2018,Latvia,HHD,TOT,841975.00
2019,Latvia,HHD,TOT,825448.00
2020,Latvia,HHD,TOT,824774.00
2006,Lithuania,GINI,TOT,0.328
2007,Lithuania,GINI,TOT,0.337
2008,Lithuania,GINI,TOT,0.357
2009,Lithuania,GINI,TOT,0.365
2010,Lithuania,GINI,TOT,0.329
2011,Lithuania,GINI,TOT,0.321
2012,Lithuania,GINI,TOT,0.35
2013,Lithuania,GINI,TOT,0.351
2014,Lithuania,GINI,TOT,0.38
2015,Lithuania,GINI,TOT,0.372
2016,Lithuania,GINI,TOT,0.378
2017,Lithuania,GINI,TOT,0.374
2018,Lithuania,GINI,TOT,0.361
2019,Lithuania,GINI,TOT,0.357
2006,Lithuania,CPI2010,TOT,80.5613
2007,Lithuania,CPI2010,TOT,85.1832
2008,Lithuania,CPI2010,TOT,94.4903
2009,Lithuania,CPI2010,TOT,98.698
2010,Lithuania,CPI2010,TOT,100.00
2011,Lithuania,CPI2010,TOT,104.1303
2012,Lithuania,CPI2010,TOT,107.3479
2013,Lithuania,CPI2010,TOT,108.4723
2014,Lithuania,CPI2010,TOT,108.5849
2015,Lithuania,CPI2010,TOT,107.6249
2016,Lithuania,CPI2010,TOT,108.5994
2017,Lithuania,CPI2010,TOT,112.6425
2018,Lithuania,CPI2010,TOT,115.6815
2019,Lithuania,CPI2010,TOT,118.3821
2006,Lithuania,PVTAA1,TOT,0.155
2007,Lithuania,PVTAA1,TOT,0.144
2008,Lithuania,PVTAA1,TOT,0.159
2009,Lithuania,PVTAA1,TOT,0.194
2010,Lithuania,PVTAA1,TOT,0.157
2011,Lithuania,PVTAA1,TOT,0.147
2012,Lithuania,PVTAA1,TOT,0.184
2013,Lithuania,PVTAA1,TOT,0.139
2014,Lithuania,PVTAA1,TOT,0.204
2015,Lithuania,PVTAA1,TOT,0.19
2016,Lithuania,PVTAA1,TOT,0.177
2017,Lithuania,PVTAA1,TOT,0.184
2018,Lithuania,PVTAA1,TOT,0.165
2019,Lithuania,PVTAA1,TOT,0.149
2006,Lithuania,ECTOTAL,TOT,4216.00
2007,Lithuania,ECTOTAL,TOT,4987.00
2008,Lithuania,ECTOTAL,TOT,5596.00
2009,Lithuania,ECTOTAL,TOT,4580.00
2010,Lithuania,ECTOTAL,TOT,3897.00
2011,Lithuania,ECTOTAL,TOT,4633.00
2012,Lithuania,ECTOTAL,TOT,4868.00
2013,Lithuania,ECTOTAL,TOT,5287.00
2014,Lithuania,ECTOTAL,TOT,5802.00
2015,Lithuania,ECTOTAL,TOT,6154.00
2016,Lithuania,ECTOTAL,TOT,6759.00
2017,Lithuania,ECTOTAL,TOT,7457.00
2018,Lithuania,ECTOTAL,TOT,8043.00
2019,Lithuania,ECTOTAL,TOT,11296.00
2006,Lithuania,TRRSSCTOTAL,TOT,841.00
2007,Lithuania,TRRSSCTOTAL,TOT,1059.00
2008,Lithuania,TRRSSCTOTAL,TOT,1475.00
2009,Lithuania,TRRSSCTOTAL,TOT,1547.00
2010,Lithuania,TRRSSCTOTAL,TOT,1517.00
2011,Lithuania,TRRSSCTOTAL,TOT,1523.00
2012,Lithuania,TRRSSCTOTAL,TOT,1638.00
2013,Lithuania,TRRSSCTOTAL,TOT,1555.00
2014,Lithuania,TRRSSCTOTAL,TOT,1579.00
2015,Lithuania,TRRSSCTOTAL,TOT,1667.00
2016,Lithuania,TRRSSCTOTAL,TOT,1712.00
2017,Lithuania,TRRSSCTOTAL,TOT,1869.00
2018,Lithuania,TRRSSCTOTAL,TOT,2204.00
2019,Lithuania,TRRSSCTOTAL,TOT,2398.00
2006,Lithuania,SECTOTAL,TOT,363.00
2007,Lithuania,SECTOTAL,TOT,492.00
2008,Lithuania,SECTOTAL,TOT,493.00
2009,Lithuania,SECTOTAL,TOT,431.00
2010,Lithuania,SECTOTAL,TOT,424.00
2011,Lithuania,SECTOTAL,TOT,413.00
2012,Lithuania,SECTOTAL,TOT,670.00
2013,Lithuania,SECTOTAL,TOT,819.00
2014,Lithuania,SECTOTAL,TOT,980.00
2015,Lithuania,SECTOTAL,TOT,1154.00
2016,Lithuania,SECTOTAL,TOT,1133.00
2017,Lithuania,SECTOTAL,TOT,1179.00
2018,Lithuania,SECTOTAL,TOT,1390.00
2019,Lithuania,SECTOTAL,TOT,1569.00
2006,Lithuania,TACTOTAL,TOT,-1031.00
2007,Lithuania,TACTOTAL,TOT,-1040.00
2008,Lithuania,TACTOTAL,TOT,-1210.00
2009,Lithuania,TACTOTAL,TOT,-1057.00
2010,Lithuania,TACTOTAL,TOT,-875.00
2011,Lithuania,TACTOTAL,TOT,-915.00
2012,Lithuania,TACTOTAL,TOT,-986.00
2013,Lithuania,TACTOTAL,TOT,-1117.00
2014,Lithuania,TACTOTAL,TOT,-1210.00
2015,Lithuania,TACTOTAL,TOT,-1307.00
2016,Lithuania,TACTOTAL,TOT,-1426.00
2017,Lithuania,TACTOTAL,TOT,-1495.00
2018,Lithuania,TACTOTAL,TOT,-1757.00
2019,Lithuania,TACTOTAL,TOT,-4177.00
2006,Lithuania,INCAC1,TOT,4221.00
2007,Lithuania,INCAC1,TOT,5330.00
2008,Lithuania,INCAC1,TOT,6501.00
2009,Lithuania,INCAC1,TOT,5582.00
2010,Lithuania,INCAC1,TOT,4879.00
2011,Lithuania,INCAC1,TOT,5645.00
2012,Lithuania,INCAC1,TOT,5955.00
2013,Lithuania,INCAC1,TOT,6404.00
2014,Lithuania,INCAC1,TOT,7235.00
2015,Lithuania,INCAC1,TOT,7453.00
2016,Lithuania,INCAC1,TOT,7753.00
2017,Lithuania,INCAC1,TOT,9095.00
2018,Lithuania,INCAC1,TOT,9605.00
2019,Lithuania,INCAC1,TOT,11540.00
2006,Lithuania,INCAC2,TOT,5119.00
2007,Lithuania,INCAC2,TOT,6078.00
2008,Lithuania,INCAC2,TOT,7238.00
2009,Lithuania,INCAC2,TOT,5905.00
2010,Lithuania,INCAC2,TOT,5159.00
